File,Key,English (needs Welsh)
"viewTheClaim.json","labels.suspensionReason","Reasons for requesting a suspension of right to buy"
"viewTheClaim.json","labels.prohibitedConductQuestion","Is the claimant seeking an order imposing a prohibited standard contract?"
"viewTheClaim.json","labels.prohibitedConductAgreement","Has the claimant and the contract holder agreed terms of the periodic standard contract in addition to those incorporated by statute?"
"viewTheClaim.json","labels.prohibitedConductDetails","Details of terms"
"viewTheClaim.json","labels.prohibitedConductReason","Why is the claimant making this claim?"
"viewTheClaim.json","labels.epcQuestion","Can the claimant upload a copy of the energy performance certificate?"
"viewTheClaim.json","labels.epcReason","Why can the claimant not upload a copy of the energy performance certificate?"
"viewTheClaim.json","labels.gasQuestion","Can the claimant upload a copy of the current gas safety report?"
"viewTheClaim.json","labels.gasReason","Why can the claimant not upload a copy of the current gas safety report?"
"viewTheClaim.json","labels.eicrQuestion","Can the claimant upload a copy of the current Electrical Installation Condition Report (EICR)?"
"viewTheClaim.json","labels.eicrReason","Why can the claimant not upload a copy of the current Electrical Installation Condition Report (EICR)?"
"viewTheClaim.json","labels.noticeDocument","Notice"
"viewTheClaim.json","labels.epcDocument","Energy performance certificate"
"viewTheClaim.json","labels.gasDocument","Current gas safety report"
"viewTheClaim.json","labels.eicrDocument","Electrical Installation Condition Report (EICR)"
"viewTheClaim.json","labels.absoluteGrounds","Absolute grounds"
"viewTheClaim.json","labels.antiSocialBehaviourGround","Antisocial behaviour"
"viewTheClaim.json","labels.antiSocialGround","Antisocial behaviour"
"viewTheClaim.json","labels.breachOfTheTenancyGround","Breach of the tenancy"
"viewTheClaim.json","labels.breachOfTenancyGround","Breach of the tenancy (ground 1)"
"viewTheClaim.json","labels.breachOfTenancyConditionsReason","Breach of tenancy conditions (ground 12)"
"viewTheClaim.json","labels.domesticViolenceGround","Domestic violence (ground 2A)"
"viewTheClaim.json","labels.domesticViolenceReason","Domestic violence (ground 14A)"
"viewTheClaim.json","labels.ownerOccupierReason","Owner occupier (ground 1)"
"viewTheClaim.json","labels.studentLetReason","Student let (ground 4)"
"viewTheClaim.json","labels.suitableAltAccommodationReason","Suitable alternative accommodation (ground 9)"
"viewTheClaim.json","labels.assuredNoArrearsReasonsAntisocialBehaviour","Antisocial behaviour (ground 7A)"
"viewTheClaim.json","labels.assuredNoArrearsReasonsBreachOfTenancyConditions","Breach of tenancy conditions (ground 12)"
"viewTheClaim.json","labels.assuredNoArrearsReasonsDeathOfTenant","Death of the tenant (ground 7)"
"viewTheClaim.json","labels.assuredNoArrearsReasonsDomesticViolence","Domestic violence (ground 14A)"
"viewTheClaim.json","labels.assuredNoArrearsReasonsFalseStatement","Tenancy obtained by false statement (ground 17)"
"viewTheClaim.json","labels.assuredNoArrearsReasonsFurnitureDeterioration","Deterioration of furniture (ground 15)"
"viewTheClaim.json","labels.assuredNoArrearsReasonsHolidayLet","Holiday let (ground 3)"
"viewTheClaim.json","labels.assuredNoArrearsReasonsLandlordEmployee","Employee of the landlord (ground 16)"
"viewTheClaim.json","labels.assuredNoArrearsReasonsMinisterOfReligion","Property required for minister of religion (ground 5)"
"viewTheClaim.json","labels.assuredNoArrearsReasonsNoRightToRent","Tenant does not have a right to rent (ground 7B)"
"viewTheClaim.json","labels.assuredNoArrearsReasonsNuisanceOrIllegalUse","Nuisance, annoyance, illegal or immoral use of the property (ground 14)"
"viewTheClaim.json","labels.assuredNoArrearsReasonsOffenceDuringRiot","Offence during a riot (ground 14ZA)"
"viewTheClaim.json","labels.assuredNoArrearsReasonsOwnerOccupier","Owner occupier (ground 1)"
"viewTheClaim.json","labels.assuredNoArrearsReasonsPropertyDeterioration","Deterioration in the condition of the property (ground 13)"
"viewTheClaim.json","labels.assuredNoArrearsReasonsRedevelopment","Property required for redevelopment (ground 6)"
"viewTheClaim.json","labels.assuredNoArrearsReasonsRepossessionByLender","Repossession by the landlord's mortgage lender (ground 2)"
"viewTheClaim.json","labels.assuredNoArrearsReasonsStudentLet","Student let (ground 4)"
"viewTheClaim.json","labels.assuredNoArrearsReasonsSuitableAlternativeAccomodation","Suitable alternative accommodation (ground 9)"
"viewTheClaim.json","labels.walesFailToGiveUpS170Reason","Failure to give up possession on date specified in contract-holder's notice (section 170)"
"viewTheClaim.json","labels.walesFailToGiveUpBreakNoticeS191Reason","Failure to give up possession on date specified in contract-holder's break clause notice (section 191)"
"viewTheClaim.json","labels.walesLandlordNoticeFtEndS186Reason","Landlord's notice in connection with end of fixed term given (section 186)"
"viewTheClaim.json","labels.walesLandlordBreakClauseS199Reason","Notice given under a landlord's break clause (section 199)"
"viewTheClaim.json","labels.walesOtherBreachSection157Reason","Other breach of contract (section 157)"
"viewTheClaim.json","labels.walesSecureFailureToGiveUpPossessionSection170Reason","Failure to give up possession on date specified in contract-holder's notice (section 170)"
"viewTheClaim.json","labels.walesSecureFailureToGiveUpPossessionSection191Reason","Failure to give up possession on date specified in contract-holder's break clause notice (section 191)"
"viewTheClaim.json","labels.walesSecureLandlordNoticeSection186Reason","Landlord's notice in connection with end of fixed term given (section 186)"
"viewTheClaim.json","labels.walesSecureLandlordNoticeSection199Reason","Notice given under a landlord's break clause (section 199)"
"viewTheClaim.json","labels.walesSecureOtherBreachOfContractReason","Other breach of contract (section 157)"
"viewTheResponse.json","caption","The response"
"viewTheResponse.json","propertyAddressLabel","Property address:"
"viewTheResponse.json","summary.dateIssued","Date issued"
"viewTheResponse.json","summary.dateSubmitted","Date submitted"
"viewTheResponse.json","sections.claimantDetails","Claimant details"
"viewTheResponse.json","sections.defendant1Details","Defendant 1 details"
"viewTheResponse.json","sections.additionalDefendantDetails","Additional defendant {{number}} details"
"viewTheResponse.json","sections.responseToClaim","Response to the claimant’s claim"
"viewTheResponse.json","sections.additionalInformation","Additional information"
"viewTheResponse.json","claimantDetails.organisation","Claimant organisation"
"viewTheResponse.json","claimantDetails.name","Name"
"viewTheResponse.json","claimantDetails.address","Address for service"
"viewTheResponse.json","defendant.name","Name"
"viewTheResponse.json","defendant.phone","Phone number"
"viewTheResponse.json","defendant.address","Postal address"
"viewTheResponse.json","defendant.contactPreferences","Contact preferences"
"viewTheResponse.json","contactPreference.text","Text message"
"viewTheResponse.json","contactPreference.phone","Phone"
"viewTheResponse.json","contactPreference.post","Post"
"viewTheResponse.json","responseToClaim.disputeClaim","Do you dispute any other parts of the claim?"
"viewTheResponse.json","responseToClaim.disputeDetails","Explain which parts of the claim you dispute"
"viewTheResponse.json","responseToClaim.claimGrounds","Claim grounds"
"viewTheResponse.json","responseToClaim.exemptLandlord","Is your landlord an exempt landlord under Part 1 of the Housing (Wales) Act 2014?"
"viewTheResponse.json","responseToClaim.tenancyTypeConfirmation","Is the tenancy, occupation contract or licence agreement type given by the claimant correct?"
"viewTheResponse.json","responseToClaim.tenancyType","Corrected tenancy, occupation contract or licence agreement type"
"viewTheResponse.json","responseToClaim.tenancyStartDateConfirmation","Is the tenancy, occupation contract or licence agreement start date given by the claimant correct?"
"viewTheResponse.json","responseToClaim.tenancyStartDate","Corrected tenancy, occupation contract or licence agreement start date"
"viewTheResponse.json","responseToClaim.possessionNoticeReceived","Did the claimant give you notice of their intention to begin possession proceedings?"
"viewTheResponse.json","responseToClaim.noticeReceivedDate","When did you receive notice from the claimant?"
"viewTheResponse.json","responseToClaim.rentArrearsAmountConfirmation","Is the amount of rent arrears given by the claimant correct?"
"viewTheResponse.json","responseToClaim.rentArrearsAmount","Admitted amount owed in rent arrears"
"viewTheResponse.json","payments.paymentDetails","Details of payments made"
"viewTheResponse.json","payments.repaymentAgreedDetails","Details of repayment agreement"
"viewTheResponse.json","household.dependantChildrenDetails","Details of dependent children"
"viewTheResponse.json","household.otherDependantDetails","Details of other dependants"
"viewTheResponse.json","household.otherTenantsDetails","Details of other adults living in your home?"
"viewTheResponse.json","household.alternativeAccommodationDate","When would you be able to move in?"
"viewTheResponse.json","household.additionalDetails","Details about your circumstances"
"viewTheResponse.json","household.exceptionalHardshipDetails","Details about the exceptional hardship you’d experience"
"viewTheResponse.json","income.receivedEvery","Received every"
"viewTheResponse.json","debts.paidEvery","Paid every"
"viewTheResponse.json","expenses.paidEvery","Paid every"
"viewTheResponse.json","additional.otherConsiderationsDetails","Details of what else you want to tell the court"
"viewTheResponse.json","counterclaim.againstName","What is the name of the person or organisation you are making the counterclaim against?"
"viewTheResponse.json","counterclaim.againstAddress","What's their postal address?"
"viewTheResponse.json","counterclaim.hwfReference","Help with Fees reference number"
"viewTheResponse.json","incomeFrequencies.WEEKLY","received every week"
"viewTheResponse.json","incomeFrequencies.MONTHLY","received every month"
"viewTheResponse.json","paymentFrequencies.WEEKLY","paid every week"
"viewTheResponse.json","paymentFrequencies.MONTHLY","paid every month"
"viewTheResponse.json","statementOfTruth.body","I believe the facts stated in this defence form are true. I understand that proceedings for contempt of court may be brought against anyone who makes, or causes to be made, a false statement in a document verified by a statement of truth without an honest belief in the truth."
"viewTheResponse.json","pdf.heading","Download a PDF copy of the response"
"viewTheResponse.json","pdf.linkText","Response (PDF)"
"viewTheResponse.json","accordion.summary","If you cannot find a document that you are looking for in this section"
"viewTheResponse.json","accordion.body","All documents uploaded by you or the claimant are on the"
"viewTheResponse.json","accordion.linkText","Documents page"
"viewTheResponse.json","personsUnknown","Persons unknown"
"viewTheResponse.json","addressUnknown","Address unknown"
